daily_non_vehicle_traffic,avg_temp_f_daily,total_rain_mm_daily,total_snow_mm_daily,avg_cloud_percent_daily,total_vehicle_volume_daily,date,month,day_of_week,holiday
769,61.4,1.6,0.0,73.8,59830,8/23/2015,8,0,none
797,59.8,0.0,0.0,55.4,85039,8/24/2015,8,1,none
1104,62.1,0.0,0.0,23.6,87020,8/25/2015,8,2,none
1266,60.8,0.0,0.0,6.0,90009,8/26/2015,8,3,none
1062,65.5,0.0,0.0,24.3,92247,8/27/2015,8,4,State Fair
966,66.6,0.6,0.0,24.6,92976,8/28/2015,8,5,none
1291,60.8,0.6,0.0,33.8,50463,8/29/2015,8,6,none
1650,69.2,0.8,0.0,26.5,64163,8/30/2015,8,0,none
1113,73.4,0.6,0.0,19.8,88960,8/31/2015,8,1,none
1107,78.5,0.3,0.0,10.3,42220,9/1/2015,9,2,none
864,72.7,4.8,0.0,52.4,86892,9/2/2015,9,3,none
1009,74.3,0.3,0.0,37.7,94326,9/3/2015,9,4,none
1071,78.0,0.0,0.0,11.4,91073,9/4/2015,9,5,none
1169,79.7,4.5,0.0,18.2,67099,9/5/2015,9,6,none
756,77.9,11.7,0.0,51.7,59227,9/6/2015,9,0,none
1747,71.9,0.6,0.0,14.3,58327,9/7/2015,9,1,Labor Day
951,68.6,6.2,0.0,23.3,87806,9/8/2015,9,2,none
868,60.5,14.7,0.0,47.9,86627,9/9/2015,9,3,none
872,61.5,2.5,0.0,48.4,91465,9/10/2015,9,4,none
845,54.3,0.6,0.0,25.8,87828,9/11/2015,9,5,none
1094,55.2,0.2,0.0,13.3,45574,9/12/2015,9,6,none
1206,61.3,0.3,0.0,5.7,56216,9/13/2015,9,0,none
1101,69.7,0.0,0.0,1.2,84963,9/14/2015,9,1,none
1094,75.2,0.8,0.0,3.0,91042,9/15/2015,9,2,none
1015,75.6,4.1,0.0,22.6,67440,9/16/2015,9,3,none
432,71.4,37.7,0.0,55.9,87109,9/17/2015,9,4,none
678,56.9,6.7,0.0,41.9,88821,9/18/2015,9,5,none
1042,57.2,0.2,0.0,4.1,71306,9/19/2015,9,6,none
919,59.0,1.8,0.0,14.9,53407,9/20/2015,9,0,none
1053,68.1,0.0,0.0,4.7,76617,9/21/2015,9,1,none
915,67.2,0.0,0.0,49.6,63081,9/22/2015,9,2,none
702,65.6,9.1,0.0,61.3,81431,9/23/2015,9,3,none
636,65.2,7.6,0.0,79.5,85804,9/24/2015,9,4,none
952,66.4,0.0,0.0,51.1,60633,9/25/2015,9,5,none
1041,65.9,0.0,0.0,7.4,37630,9/26/2015,9,6,none
1198,68.8,0.0,0.0,4.5,52460,9/27/2015,9,0,none
882,67.0,4.7,0.0,48.4,75782,9/28/2015,9,1,none
810,53.9,0.0,0.0,12.3,73012,9/29/2015,9,2,none
768,48.6,0.0,0.0,1.0,78059,9/30/2015,9,3,none
740,51.5,0.0,0.0,1.0,70811,10/1/2015,10,4,none
730,51.3,0.0,0.0,2.1,73723,10/2/2015,10,5,none
700,50.1,0.0,0.0,0.9,64148,10/3/2015,10,6,none
747,49.1,0.0,0.0,17.1,57209,10/4/2015,10,0,none
708,52.8,0.0,0.0,70.4,75852,10/5/2015,10,1,none
854,59.7,0.0,0.0,56.8,70822,10/6/2015,10,2,none
764,51.9,0.0,0.0,15.2,80002,10/7/2015,10,3,none
612,55.7,15.0,0.0,74.4,77857,10/8/2015,10,4,none
691,50.0,0.0,0.0,49.6,55570,10/9/2015,10,5,none
942,60.7,0.0,0.0,6.6,44739,10/10/2015,10,6,none
1393,69.4,0.0,0.0,4.6,39648,10/11/2015,10,0,none
635,53.8,0.5,0.0,66.6,74168,10/12/2015,10,1,Columbus Day
652,48.4,0.5,0.0,40.2,86635,10/13/2015,10,2,none
782,54.0,0.0,0.0,6.5,46734,10/14/2015,10,3,none
640,51.5,0.0,0.0,17.3,83807,10/15/2015,10,4,none
543,38.4,0.0,0.0,5.3,31502,10/16/2015,10,5,none
603,38.5,0.0,0.0,1.0,26585,10/17/2015,10,6,none
682,44.8,0.0,0.0,1.0,35327,10/18/2015,10,0,none
899,60.3,0.0,0.0,13.9,62031,10/19/2015,10,1,none
625,59.4,0.0,0.0,4.0,50594,10/20/2015,10,2,none
915,54.6,0.2,0.0,12.7,78425,10/21/2015,10,3,none
959,46.3,0.0,0.0,5.4,75393,10/22/2015,10,4,none
482,50.4,0.5,0.0,78.1,30351,10/23/2015,10,5,none
691,51.6,0.0,0.0,58.7,39805,10/27/2015,10,2,none
495,41.1,0.0,0.0,90.0,45281,10/28/2015,10,3,none
560,42.5,0.0,0.0,90.0,46928,10/29/2015,10,4,none
650,46.1,0.0,0.0,64.8,50363,10/30/2015,10,5,none
494,47.0,0.0,0.0,85.8,34304,10/31/2015,10,6,none
804,48.8,0.0,0.0,34.8,29978,11/1/2015,11,0,none
872,52.9,0.0,0.0,16.8,46063,11/2/2015,11,1,none
1092,54.4,0.0,0.0,10.7,45026,11/3/2015,11,2,none
824,58.3,0.0,0.0,61.5,48091,11/4/2015,11,3,none
644,56.1,0.0,0.0,71.3,50340,11/5/2015,11,4,none
631,42.5,0.0,0.0,77.0,51270,11/6/2015,11,5,none
548,39.8,0.0,0.0,13.3,36757,11/7/2015,11,6,none
720,48.2,0.0,0.0,1.9,29527,11/8/2015,11,0,none
772,50.0,0.0,0.0,2.1,45028,11/9/2015,11,1,none
773,49.2,0.0,0.0,25.2,47645,11/10/2015,11,2,none
425,46.7,0.0,0.0,62.2,41316,11/11/2015,11,3,Veterans Day
502,41.1,0.0,0.0,88.8,44707,11/12/2015,11,4,none
547,36.4,0.0,0.0,16.8,43948,11/13/2015,11,5,none
644,42.0,0.0,0.0,1.3,42169,11/14/2015,11,6,none
797,46.8,0.0,0.0,6.4,36218,11/15/2015,11,0,none
395,50.3,0.0,0.0,90.0,35518,11/16/2015,11,1,none
374,50.9,0.0,0.0,90.0,46592,11/17/2015,11,2,none
444,50.5,0.0,0.0,87.5,43146,11/18/2015,11,3,none
482,32.4,0.0,0.0,59.5,45905,11/19/2015,11,4,none
428,27.5,0.0,0.0,25.4,47333,11/20/2015,11,5,none
407,22.1,0.0,0.0,30.5,40891,11/21/2015,11,6,none
332,25.1,0.0,0.0,55.4,32785,11/22/2015,11,0,none
495,34.3,0.0,0.0,39.3,44802,11/23/2015,11,1,none
516,35.1,0.0,0.0,18.3,46377,11/24/2015,11,2,none
492,41.6,0.0,0.0,56.5,44851,11/25/2015,11,3,none
157,31.9,0.0,0.0,87.9,26843,11/26/2015,11,4,Thanksgiving Day
261,21.1,0.0,0.0,33.5,35319,11/27/2015,11,5,none
315,20.6,0.0,0.0,1.6,39343,11/28/2015,11,6,none
289,26.9,0.0,0.0,65.6,33291,11/29/2015,11,0,none
437,32.5,0.0,0.0,90.0,32892,11/30/2015,11,1,none
422,32.5,0.0,0.0,90.0,40136,12/1/2015,12,2,none
459,31.9,0.0,0.0,90.0,44025,12/2/2015,12,3,none
443,27.6,0.0,0.0,34.3,45504,12/3/2015,12,4,none
479,32.2,0.0,0.0,1.3,50438,12/4/2015,12,5,none
568,39.9,0.0,0.0,34.1,39395,12/5/2015,12,6,none
404,36.0,0.0,0.0,88.8,27797,12/6/2015,12,0,none
557,36.0,0.0,0.0,63.6,43378,12/7/2015,12,1,none
489,35.8,0.0,0.0,40.1,43499,12/8/2015,12,2,none
570,37.2,0.0,0.0,19.2,45079,12/9/2015,12,3,none
453,43.3,0.0,0.0,54.9,44397,12/10/2015,12,4,none
495,37.2,0.0,0.0,77.3,53747,12/11/2015,12,5,none
495,37.6,0.0,0.0,79.3,39693,12/12/2015,12,6,none
300,39.0,0.0,0.0,90.0,33004,12/13/2015,12,0,none
343,35.2,0.0,0.0,90.0,44377,12/14/2015,12,1,none
459,32.4,0.0,0.0,90.0,48057,12/15/2015,12,2,none
359,33.6,0.0,0.0,90.0,48353,12/16/2015,12,3,none
408,25.1,0.0,0.0,87.9,54523,12/17/2015,12,4,none
376,16.2,0.0,0.0,54.6,49323,12/18/2015,12,5,none
305,15.8,0.0,0.0,19.7,41621,12/19/2015,12,6,none
372,32.7,0.5,0.0,29.5,38050,12/20/2015,12,0,none
440,30.8,0.0,0.0,90.0,47346,12/21/2015,12,1,none
351,31.2,0.0,0.0,79.1,44064,12/22/2015,12,2,none
355,33.8,2.9,1.2,88.8,39685,12/23/2015,12,3,none
316,24.7,0.0,0.0,86.4,36409,12/24/2015,12,4,none
144,27.6,0.0,0.0,88.4,29899,12/25/2015,12,5,Christmas Day
321,28.8,0.0,0.3,88.4,36143,12/26/2015,12,6,none
248,18.3,0.0,0.0,37.1,42881,12/27/2015,12,0,none
312,16.0,0.0,1.3,34.8,50804,12/28/2015,12,1,none
364,23.1,0.0,0.7,89.1,42097,12/29/2015,12,2,none
341,21.6,0.0,0.0,74.8,54446,12/30/2015,12,3,none
327,14.7,0.0,0.0,68.1,52349,12/31/2015,12,4,none
539,21.1,0.0,0.0,36.9,32976,1/1/2016,1,5,New Years Day
490,20.9,0.0,0.0,10.3,41018,1/2/2016,1,6,none
414,26.4,0.0,0.0,68.3,28628,1/3/2016,1,0,none
611,15.3,0.0,0.0,28.1,56656,1/4/2016,1,1,none
667,24.8,0.0,0.0,48.9,61120,1/5/2016,1,2,none
622,28.7,0.2,0.2,58.6,55245,1/6/2016,1,3,none
639,31.9,0.0,0.3,85.0,50385,1/7/2016,1,4,none
650,31.1,0.0,0.7,89.0,48482,1/8/2016,1,5,none
465,7.5,0.0,0.0,71.3,31508,1/9/2016,1,6,none
293,-6.9,0.0,0.0,6.2,34739,1/10/2016,1,0,none
522,-4.4,0.0,0.0,46.4,41329,1/11/2016,1,1,none
664,-2.0,0.0,0.0,2.5,47145,1/12/2016,1,2,none
572,7.5,0.0,0.0,42.8,44517,1/13/2016,1,3,none
609,21.5,0.0,0.0,78.2,42396,1/14/2016,1,4,none
632,19.5,0.0,0.0,72.5,47371,1/15/2016,1,5,none
363,0.3,0.0,0.0,40.1,42463,1/16/2016,1,6,none
294,-9.4,0.0,0.0,9.0,34103,1/17/2016,1,0,none
383,-7.2,0.0,0.0,50.8,43219,1/18/2016,1,1,none
493,-0.6,0.0,0.0,38.2,45533,1/19/2016,1,2,none
610,15.6,0.0,0.0,88.9,46861,1/20/2016,1,3,none
570,21.6,0.0,0.0,90.0,43799,1/21/2016,1,4,none
596,18.9,0.0,0.0,82.3,47654,1/22/2016,1,5,none
470,19.6,0.0,0.0,87.9,40327,1/23/2016,1,6,none
408,27.3,0.0,0.0,90.0,31518,1/24/2016,1,0,none
625,28.5,0.0,0.0,90.0,46988,1/25/2016,1,1,none
648,24.9,0.0,0.0,82.6,45226,1/26/2016,1,2,none
634,25.5,0.0,0.0,56.2,53758,1/27/2016,1,3,none
688,29.9,0.0,0.0,61.1,62903,1/28/2016,1,4,none
675,25.4,0.0,0.0,61.9,76776,1/29/2016,1,5,none
577,34.0,0.0,0.0,26.1,27750,1/30/2016,1,6,none
529,33.7,0.0,0.0,11.7,35450,1/31/2016,1,0,none
717,27.9,0.0,0.0,68.2,52548,2/1/2016,2,1,none
588,28.0,0.0,0.0,83.2,53104,2/2/2016,2,2,none
768,18.2,0.0,0.0,43.4,50240,2/3/2016,2,3,none
830,14.4,0.0,0.0,63.5,53492,2/4/2016,2,4,none
681,16.4,0.0,0.0,58.5,88866,2/5/2016,2,5,none
529,30.3,0.0,0.0,70.5,69542,2/6/2016,2,6,none
438,32.6,0.0,0.0,68.5,54711,2/7/2016,2,0,none
599,14.2,0.0,0.0,90.0,81815,2/8/2016,2,1,none
674,10.6,0.0,0.0,15.3,83461,2/9/2016,2,2,none
650,6.8,0.0,0.0,55.9,60681,2/10/2016,2,3,none
621,8.5,0.0,0.0,54.6,61890,2/11/2016,2,4,none
587,7.9,0.0,0.0,16.3,69821,2/12/2016,2,5,none
485,1.2,0.0,0.0,18.4,54431,2/13/2016,2,6,none
416,14.1,0.0,0.0,88.4,42245,2/14/2016,2,0,none
583,24.1,0.0,0.0,83.7,57950,2/15/2016,2,1,Washingtons Birthday
705,29.0,0.0,0.0,58.2,56303,2/16/2016,2,2,none
715,21.3,0.0,0.0,44.9,54927,2/17/2016,2,3,none
725,33.3,0.0,0.0,27.1,48940,2/18/2016,2,4,none
698,39.6,0.0,0.0,38.8,46085,2/19/2016,2,5,none
694,37.7,0.0,0.0,37.9,43201,2/20/2016,2,6,none
542,30.3,0.0,0.0,53.4,38463,2/21/2016,2,0,none
672,30.8,0.0,0.0,74.8,57867,2/22/2016,2,1,none
671,34.6,0.0,0.0,87.5,60481,2/23/2016,2,2,none
722,34.0,0.0,0.0,78.7,46501,2/24/2016,2,3,none
711,29.1,0.0,0.0,67.4,62288,2/25/2016,2,4,none
855,32.4,0.0,0.0,40.3,56925,2/26/2016,2,5,none
1472,43.3,0.0,0.0,3.8,41566,2/27/2016,2,6,none
458,34.7,0.0,0.0,45.5,30925,2/28/2016,2,0,none
688,25.3,0.0,0.0,39.2,47722,2/29/2016,2,1,none
719,18.6,0.0,0.0,45.0,54202,3/1/2016,3,2,none
644,22.8,0.0,0.0,55.3,45276,3/2/2016,3,3,none
679,29.5,0.0,0.0,90.0,43727,3/3/2016,3,4,none
675,31.9,0.3,0.0,80.1,47646,3/4/2016,3,5,none
612,33.2,0.0,0.0,56.5,38029,3/5/2016,3,6,none
1287,41.5,0.0,0.0,8.8,33134,3/6/2016,3,0,none
1165,51.6,0.0,0.0,40.4,48175,3/7/2016,3,1,none
1213,56.6,0.0,0.0,59.8,44002,3/8/2016,3,2,none
770,38.2,0.0,0.0,90.0,44419,3/9/2016,3,3,none
1022,36.7,0.0,0.0,45.8,52554,3/10/2016,3,4,none
1408,44.4,0.0,0.0,1.3,57657,3/11/2016,3,5,none
1897,56.0,0.0,0.0,8.3,52240,3/12/2016,3,6,none
785,50.6,0.0,0.0,62.8,40741,3/13/2016,3,0,none
971,51.7,0.0,0.0,88.9,47717,3/14/2016,3,1,none
681,51.5,0.0,0.0,75.7,58733,3/15/2016,3,2,none
764,42.8,0.0,0.0,82.6,62954,3/16/2016,3,3,none
763,37.1,0.0,0.0,74.9,81520,3/17/2016,3,4,none
733,32.6,0.0,0.0,87.2,67966,3/18/2016,3,5,none
647,31.5,0.0,0.0,84.2,52547,3/19/2016,3,6,none
748,34.1,0.0,0.0,27.1,38096,3/20/2016,3,0,none
929,37.3,0.0,0.0,15.0,59292,3/21/2016,3,1,none
1117,43.3,0.0,0.0,16.3,58854,3/22/2016,3,2,none
583,33.3,0.0,0.0,77.8,56831,3/23/2016,3,3,none
838,34.3,0.0,0.0,6.6,55785,3/24/2016,3,4,none
909,35.8,0.0,0.0,26.3,59923,3/25/2016,3,5,none
736,42.8,0.0,0.0,88.8,35258,3/26/2016,3,6,none
531,38.3,0.0,0.0,73.3,32680,3/27/2016,3,0,none
1325,40.0,0.0,0.0,27.2,54804,3/28/2016,3,1,none
1381,49.7,0.0,0.0,22.7,66633,3/29/2016,3,2,none
695,45.2,0.0,0.0,90.0,53182,3/30/2016,3,3,none
837,43.8,0.0,0.0,80.1,60228,3/31/2016,3,4,none
855,36.3,0.0,0.0,30.4,56369,4/1/2016,4,5,none
539,31.8,0.0,0.0,68.1,49096,4/2/2016,4,6,none
1366,41.9,0.0,0.0,40.6,37607,4/3/2016,4,0,none
870,32.5,0.0,0.0,61.2,59255,4/4/2016,4,1,none
709,33.5,0.0,0.0,62.6,79465,4/5/2016,4,2,none
790,37.0,0.0,0.0,66.3,82024,4/6/2016,4,3,none
742,36.4,0.3,0.0,90.0,75483,4/7/2016,4,4,none
709,31.6,0.9,0.0,60.9,83438,4/8/2016,4,5,none
718,29.4,0.0,0.0,6.4,62106,4/9/2016,4,6,none
1104,44.1,0.0,0.0,28.1,45928,4/10/2016,4,0,none
887,34.7,0.0,0.0,38.2,57311,4/11/2016,4,1,none
1020,35.6,0.0,0.0,35.5,65649,4/12/2016,4,2,none
1722,52.1,0.0,0.0,25.5,67788,4/13/2016,4,3,none
1782,62.2,0.0,0.0,9.0,88261,4/14/2016,4,4,none
1706,63.2,0.0,0.0,8.2,79152,4/15/2016,4,5,none
1914,67.9,0.0,0.0,42.2,66198,4/16/2016,4,6,none
1966,68.0,0.0,0.0,30.0,48009,4/17/2016,4,0,none
1553,65.5,0.0,0.0,49.1,86318,4/18/2016,4,1,none
1059,52.0,0.6,0.0,85.0,86054,4/19/2016,4,2,none
1321,56.2,0.0,0.0,78.3,89386,4/20/2016,4,3,none
1078,54.7,2.4,0.0,65.4,97051,4/21/2016,4,4,none
1450,47.2,0.0,0.0,7.3,82751,4/22/2016,4,5,none
1878,54.3,0.0,0.0,6.9,62076,4/23/2016,4,6,none
540,55.3,19.8,0.0,69.9,59557,4/24/2016,4,0,none
879,50.6,11.4,0.0,85.5,75894,4/25/2016,4,1,none
1051,43.3,0.0,0.0,85.4,46632,4/26/2016,4,2,none
946,44.3,3.5,0.0,35.9,52746,4/27/2016,4,3,none
684,40.0,14.3,0.0,90.1,89547,4/28/2016,4,4,none
1437,46.7,0.5,0.0,35.7,85391,4/29/2016,4,5,none
1313,49.2,0.0,0.0,78.3,75002,4/30/2016,4,6,none
1696,50.9,0.0,0.0,70.9,63839,5/1/2016,5,0,none
2058,52.9,0.0,0.0,9.1,82915,5/2/2016,5,1,none
1785,58.7,0.0,0.0,36.7,88410,5/3/2016,5,2,none
1818,55.4,0.0,0.0,9.9,91614,5/4/2016,5,3,none
1981,59.3,0.0,0.0,27.8,95033,5/5/2016,5,4,none
2038,74.5,0.0,0.0,27.7,91944,5/6/2016,5,5,none
1676,60.6,0.0,0.0,59.5,72912,5/7/2016,5,6,none
1587,58.7,0.0,0.0,28.9,65838,5/8/2016,5,0,none
1106,57.0,11.1,0.0,62.3,85210,5/9/2016,5,1,none
935,51.9,10.5,0.0,90.0,87038,5/10/2016,5,2,none
956,52.0,4.2,0.0,87.3,87689,5/11/2016,5,3,none
1416,52.7,0.8,0.0,64.1,91161,5/12/2016,5,4,none
797,43.6,5.4,0.0,73.6,90637,5/13/2016,5,5,none
882,41.3,0.0,0.0,45.8,67453,5/14/2016,5,6,none
1395,49.4,0.0,0.0,29.3,64367,5/15/2016,5,0,none
1717,56.3,0.0,0.0,39.3,78950,5/16/2016,5,1,none
1722,53.9,0.0,0.0,27.4,87076,5/17/2016,5,2,none
1937,54.9,0.0,0.0,13.0,86809,5/18/2016,5,3,none
1813,60.1,0.0,0.0,34.7,89380,5/19/2016,5,4,none
1998,62.8,0.0,0.0,48.1,92243,5/20/2016,5,5,none
2014,64.1,0.3,0.0,15.2,73943,5/21/2016,5,6,none
1923,68.8,0.0,0.0,33.7,62447,5/22/2016,5,0,none
1193,71.0,1.3,0.0,68.5,87063,5/23/2016,5,1,none
2032,70.8,0.8,0.0,50.7,72653,5/24/2016,5,2,none
1361,67.1,4.6,0.0,54.7,73755,5/25/2016,5,3,none
1826,69.2,14.2,0.0,52.7,76303,5/26/2016,5,4,none
1006,64.0,6.7,0.0,76.3,70662,5/27/2016,5,5,none
1105,62.1,2.4,0.0,79.9,51961,5/28/2016,5,6,none
1572,66.9,1.5,0.0,61.8,51065,5/29/2016,5,0,none
2500,68.7,0.2,0.0,37.5,43899,5/30/2016,5,1,Memorial Day
1157,67.5,0.9,0.0,72.3,72658,5/31/2016,5,2,none
1556,60.9,0.0,0.0,53.9,74392,6/1/2016,6,3,none
2178,62.1,0.0,0.0,47.7,75172,6/2/2016,6,4,none
1086,63.1,7.3,0.0,69.2,91895,6/3/2016,6,5,none
1776,63.1,4.8,0.0,76.7,74208,6/4/2016,6,6,none
2875,67.4,0.9,0.0,21.1,65472,6/5/2016,6,0,none
1412,62.5,0.2,0.0,44.3,85953,6/6/2016,6,1,none
2046,60.3,0.0,0.0,21.8,90583,6/7/2016,6,2,none
1907,64.6,0.0,0.0,3.1,93349,6/8/2016,6,3,none
1614,71.4,33.7,0.0,25.0,91163,6/9/2016,6,4,none
1547,76.9,0.0,0.0,9.0,92121,6/10/2016,6,5,none
1839,77.9,0.0,0.0,9.0,68692,6/11/2016,6,6,none
1598,70.6,0.5,0.0,18.7,61953,6/12/2016,6,0,none
1358,69.1,1.5,0.0,46.3,85530,6/13/2016,6,1,none
1092,66.2,20.6,0.0,81.5,86753,6/14/2016,6,2,none
1837,67.5,0.5,0.0,65.3,92039,6/15/2016,6,3,none
1964,69.7,0.0,0.0,0.3,94233,6/16/2016,6,4,none
1742,72.4,0.3,0.0,1.5,93219,6/17/2016,6,5,none
1793,74.7,0.0,0.0,42.3,82409,6/18/2016,6,6,none
1513,80.2,0.0,0.0,22.0,72216,6/19/2016,6,0,none
1846,70.3,2.5,0.0,14.0,87516,6/20/2016,6,1,none
2233,68.7,0.0,0.0,11.0,90541,6/21/2016,6,2,none
1547,73.3,0.0,0.0,49.0,92755,6/22/2016,6,3,none
1782,66.0,0.6,0.0,55.2,95360,6/23/2016,6,4,none
1870,69.8,0.0,0.0,32.7,91856,6/24/2016,6,5,none
1389,80.6,0.0,0.0,48.4,69344,6/25/2016,6,6,none
1823,75.8,0.0,0.0,13.0,61143,6/26/2016,6,0,none
1866,68.0,0.6,0.0,40.6,78893,6/27/2016,6,1,none
2143,65.4,0.0,0.0,34.0,82587,6/28/2016,6,2,none
2151,67.1,0.0,0.0,32.3,79679,6/29/2016,6,3,none
1499,67.4,1.5,0.0,41.4,80726,6/30/2016,6,4,none
1815,62.5,0.0,0.0,29.6,79556,7/1/2016,7,5,none
1664,67.1,0.0,0.0,45.7,56401,7/2/2016,7,6,none
1588,69.3,0.0,0.0,23.2,51552,7/3/2016,7,0,none
1884,69.6,0.0,0.0,48.3,46678,7/4/2016,7,1,Independence Day
1275,73.4,15.7,0.0,65.3,73879,7/5/2016,7,2,none
2089,73.4,0.0,0.0,41.8,80916,7/6/2016,7,3,none
1465,72.3,3.0,0.0,68.5,81241,7/7/2016,7,4,none
1690,70.1,0.8,0.0,56.6,80076,7/8/2016,7,5,none
2135,70.7,0.0,0.0,13.2,50731,7/9/2016,7,6,none
1507,72.9,15.6,0.0,74.6,59162,7/10/2016,7,0,none
2071,75.7,2.1,0.0,42.5,67196,7/12/2016,7,2,none
1970,75.2,0.0,0.0,10.5,67869,7/13/2016,7,3,none
1482,67.9,0.0,0.0,61.0,83446,7/14/2016,7,4,none
1738,63.4,0.0,0.0,59.5,83493,7/15/2016,7,5,none
1959,66.4,0.0,0.0,39.5,65154,7/16/2016,7,6,none
1707,70.5,0.0,0.0,46.5,57320,7/17/2016,7,0,none
2096,68.8,0.0,0.0,47.0,77057,7/18/2016,7,1,none
1989,76.5,0.0,0.0,0.0,78264,7/19/2016,7,2,none
1525,82.4,0.0,0.0,5.5,81339,7/20/2016,7,3,none
1358,81.4,6.0,0.0,38.7,81843,7/21/2016,7,4,none
1511,80.8,0.0,0.0,15.1,71488,7/22/2016,7,5,none
1036,73.2,45.5,0.0,53.4,6654,7/23/2016,7,6,none
